Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Status,Nameplate Energy Capacity (MWh),DC Net Capacity (MW),Planned Derate Year,Planned Derate Month,Planned Derate of Summer Capacity (MW),Planned Uprate Year,Planned Uprate Month,Planned Uprate of Summer Capacity (MW),Latitude,Longitude,Minimum Duration (hr),Heat Rate (MMBtu/MWh),Ramp Up Rate (MW/h),Ramp Down Rate (MW/h),Start Up Costs ($/MW),Shut Down Costs ($/MW),Minimum Capacity (MW),Start Up Rate (MW/h),Shut Down Rate (MW/h),Minimum Up Time (hr)
22379,Connecticut Jet Power LLC,542,Cos Cob,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,UN10,,25,19.1,24,Petroleum Liquids,KER,GT,9,1969, , ,(OP) Operating, , , , , , , , ,41.0289,-73.5989,3,8418,10,10,7948,2106,7.5,10,10,7
22379,Connecticut Jet Power LLC,542,Cos Cob,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,UN11,,25,18.7,23.6,Petroleum Liquids,KER,GT,9,1969, , ,(OP) Operating, , , , , , , , ,41.0289,-73.5989,3,10296,10,10,9931,10,7.5,10,10,2
22379,Connecticut Jet Power LLC,542,Cos Cob,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,UN12,,25,19.1,24,Petroleum Liquids,KER,GT,10,1969, , ,(OP) Operating, , , , , , , , ,41.0289,-73.5989,10,11824,10,10,13626,1397,7.5,10,10,7
22379,Connecticut Jet Power LLC,542,Cos Cob,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,UN13,,20,19.1,24,Petroleum Liquids,KER,GT,6,2008, , ,(OP) Operating, , , , , , , , ,41.0289,-73.5989,10,10093,8,8,8487,272,6,8,8,3
22379,Connecticut Jet Power LLC,542,Cos Cob,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,un14,,20,19.6,23.5,Petroleum Liquids,KER,GT,6,2008, , ,(OP) Operating, , , , , , , , ,41.0289,-73.5989,1,11760,8,8,14490,1165,6,8,8,5
22350,Devon Power LLC,544,Devon Station,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,10,,18.6,14.4,19.2,Petroleum Liquids,KER,GT,1,1985, , ,(OP) Operating, , , , , , , , ,41.209797,-73.10898,8,10744,7.44,7.44,378,2584,5.58,7.44,7.44,3
22350,Devon Power LLC,544,Devon Station,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,11,,51,29.2,38.8,Petroleum Liquids,KER,GT,7,1996, , ,(OP) Operating, , , , , , , , ,41.209797,-73.10898,5,8690,20.4,20.4,2575,3863,15.3,20.4,20.4,3
22350,Devon Power LLC,544,Devon Station,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,12,,51,29.2,38.4,Petroleum Liquids,KER,GT,7,1996, , ,(OP) Operating, , , , , , , , ,41.209797,-73.10898,4,9237,20.4,20.4,14821,2074,15.3,20.4,20.4,5
22350,Devon Power LLC,544,Devon Station,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,13,,51,29.9,38.9,Petroleum Liquids,KER,GT,7,1996, , ,(OP) Operating, , , , , , , , ,41.209797,-73.10898,1,10894,20.4,20.4,4893,1405,15.3,20.4,20.4,5
22350,Devon Power LLC,544,Devon Station,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,14,,51,29.7,40.3,Petroleum Liquids,KER,GT,7,1996, , ,(OP) Operating, , , , , , , , ,41.209797,-73.10898,10,9375,20.4,20.4,6203,1845,15.3,20.4,20.4,1
22380,NRG Montville Operations Inc,546,Montville Station,Map,Map,CT,New London,ISNE,IPP Non-CHP,10,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1967, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,41.4281,-72.1019,4,8627,1.08,1.08,8674,1708,0.81,1.08,1.08,7
22380,NRG Montville Operations Inc,546,Montville Station,Map,Map,CT,New London,ISNE,IPP Non-CHP,11,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1967, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,41.4281,-72.1019,5,11667,1.08,1.08,2236,995,0.81,1.08,1.08,8
22380,NRG Montville Operations Inc,546,Montville Station,Map,Map,CT,New London,ISNE,IPP Non-CHP,5,,75,81,83,Natural Gas Steam Turbine,NG,ST,1,1954, , ,(OP) Operating, , , , , , , , ,41.4281,-72.1019,2,8295,30,30,13372,3492,22.5,30,30,6
22380,NRG Montville Operations Inc,546,Montville Station,Map,Map,CT,New London,ISNE,IPP Non-CHP,6,,414.9,410,410,Petroleum Liquids,RFO,ST,1,1971, , ,(OP) Operating, , , , , , , , ,41.4281,-72.1019,6,11025,165.96,165.96,3480,3717,124.47,165.96,165.96,4
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,1,,292,292,292,Hydroelectric Pumped Storage,WAT,PS,2,1973, , ,(OP) Operating, , , , , , , , ,42.610683,-72.47164,1,8836,116.8,116.8,5533,1657,87.6,116.8,116.8,6
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,2,,292,292,292,Hydroelectric Pumped Storage,WAT,PS,10,1973, , ,(OP) Operating, , , , , , , , ,42.610683,-72.47164,7,11370,116.8,116.8,13241,2797,87.6,116.8,116.8,3
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,3,,292,292,292,Hydroelectric Pumped Storage,WAT,PS,7,1973, , ,(OP) Operating, , , , , , , , ,42.610683,-72.47164,4,10911,116.8,116.8,9320,3487,87.6,116.8,116.8,5
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,4,,292,292,292,Hydroelectric Pumped Storage,WAT,PS,11,1972, , ,(OP) Operating, , , , , , , , ,42.610683,-72.47164,4,8544,116.8,116.8,9725,411,87.6,116.8,116.8,6
54895,FirstLight Power Resources Services LLC,551,Scotland Dam,Map,Map,CT,Windham,ISNE,IPP Non-CHP,1,,2,1.7,2.2,Conventional Hydroelectric,WAT,HY,1,1937, , ,(OP) Operating, , , , , , , , ,41.6651,-72.1221,8,9770,0.8,0.8,6764,2022,0.6,0.8,0.8,6
54895,FirstLight Power Resources Services LLC,552,Shepaug,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,1,,37.2,41.5,42.6,Conventional Hydroelectric,WAT,HY,1,1955, , ,(OP) Operating, , , , , , , , ,41.44842,-73.29532,3,9151,14.88,14.88,11987,1330,11.16,14.88,14.88,5
54895,FirstLight Power Resources Services LLC,553,Stevenson,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,1,,7.5,7.1,7.1,Conventional Hydroelectric,WAT,HY,1,1919, , ,(OP) Operating, , , , , , , , ,41.3833,-73.1714,5,11994,3,3,12621,2614,2.25,3,3,8
54895,FirstLight Power Resources Services LLC,553,Stevenson,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,2,,7.5,7.1,7.1,Conventional Hydroelectric,WAT,HY,1,1919, , ,(OP) Operating, , , , , , , , ,41.3833,-73.1714,10,11562,3,3,11726,3676,2.25,3,3,8
54895,FirstLight Power Resources Services LLC,553,Stevenson,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,3,,7.5,7.1,7.1,Conventional Hydroelectric,WAT,HY,1,1919, , ,(OP) Operating, , , , , , , , ,41.3833,-73.1714,10,9468,3,3,13741,3443,2.25,3,3,2
54895,FirstLight Power Resources Services LLC,553,Stevenson,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,4,,8,7.6,7.6,Conventional Hydroelectric,WAT,HY,1,1936, , ,(OP) Operating, , , , , , , , ,41.3833,-73.1714,10,9601,3.2,3.2,5949,1473,2.4,3.2,3.2,3
54895,FirstLight Power Resources Services LLC,554,Taftville,Map,Map,CT,New London,ISNE,IPP Non-CHP,1,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1926, , ,(OP) Operating, , , , , , , , ,41.5725,-72.0458,7,9123,0.16,0.16,6844,2268,0.12,0.16,0.16,2
54895,FirstLight Power Resources Services LLC,554,Taftville,Map,Map,CT,New London,ISNE,IPP Non-CHP,2,,0.3,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1906, , ,(OP) Operating, , , , , , , , ,41.5725,-72.0458,9,8116,0.12,0.12,6238,1706,0.09,0.12,0.12,6
54895,FirstLight Power Resources Services LLC,554,Taftville,Map,Map,CT,New London,ISNE,IPP Non-CHP,3,,0.3,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1906, , ,(OP) Operating, , , , , , , , ,41.5725,-72.0458,3,8032,0.12,0.12,2583,2190,0.09,0.12,0.12,2
54895,FirstLight Power Resources Services LLC,554,Taftville,Map,Map,CT,New London,ISNE,IPP Non-CHP,4,,0.3,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1949, , ,(OP) Operating, , , , , , , , ,41.5725,-72.0458,2,9585,0.12,0.12,1804,2546,0.09,0.12,0.12,6
54895,FirstLight Power Resources Services LLC,554,Taftville,Map,Map,CT,New London,ISNE,IPP Non-CHP,5,,0.3,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1949, , ,(OP) Operating, , , , , , , , ,41.5725,-72.0458,5,9405,0.12,0.12,12229,798,0.09,0.12,0.12,7
54895,FirstLight Power Resources Services LLC,557,Tunnel,Map,Map,CT,New London,ISNE,IPP Non-CHP,1,,1,0.8,1.1,Conventional Hydroelectric,WAT,HY,1,1919, , ,(OP) Operating, , , , , , , , ,41.555425,-72.04183,9,8990,0.4,0.4,8116,2618,0.3,0.4,0.4,6
54895,FirstLight Power Resources Services LLC,557,Tunnel,Map,Map,CT,New London,ISNE,IPP Non-CHP,10,,18.5,16.5,21.8,Petroleum Liquids,JF,GT,1,1969, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,41.555425,-72.04183,6,11003,7.4,7.4,4894,2906,5.55,7.4,7.4,3
54895,FirstLight Power Resources Services LLC,557,Tunnel,Map,Map,CT,New London,ISNE,IPP Non-CHP,2,,1,0.8,1.1,Conventional Hydroelectric,WAT,HY,1,1949, , ,(OP) Operating, , , , , , , , ,41.555425,-72.04183,3,11699,0.4,0.4,4221,2329,0.3,0.4,0.4,2
6207,Farmington River Power Company,559,Rainbow (CT),Map,Map,CT,Hartford,ISNE,Electric Utility,1,,4,4,4,Conventional Hydroelectric,WAT,HY,12,1925, , ,(OP) Operating, , , , , , , , ,41.915312,-72.69362,9,10160,1.6,1.6,9173,1376,1.2,1.6,1.6,1
6207,Farmington River Power Company,559,Rainbow (CT),Map,Map,CT,Hartford,ISNE,Electric Utility,2,,4,4,4,Conventional Hydroelectric,WAT,HY,12,1925, , ,(OP) Operating, , , , , , , , ,41.915312,-72.69362,9,11313,1.6,1.6,5734,241,1.2,1.6,1.6,7
54895,FirstLight Power Resources Services LLC,560,Falls Village,Map,Map,CT,Litchfield,ISNE,IPP Non-CHP,1,,3,3.3,3.7,Conventional Hydroelectric,WAT,HY,1,1914, , ,(OP) Operating, , , , , , , , ,41.957272,-73.3693,8,11985,1.2,1.2,14498,3589,0.9,1.2,1.2,7
54895,FirstLight Power Resources Services LLC,560,Falls Village,Map,Map,CT,Litchfield,ISNE,IPP Non-CHP,2,,3,3.3,3.7,Conventional Hydroelectric,WAT,HY,1,1914, , ,(OP) Operating, , , , , , , , ,41.957272,-73.3693,4,8500,1.2,1.2,6381,2634,0.9,1.2,1.2,3
54895,FirstLight Power Resources Services LLC,560,Falls Village,Map,Map,CT,Litchfield,ISNE,IPP Non-CHP,3,,3,3.3,3.7,Conventional Hydroelectric,WAT,HY,1,1914, , ,(OP) Operating, , , , , , , , ,41.957272,-73.3693,2,9610,1.2,1.2,2309,2731,0.9,1.2,1.2,6
22379,Connecticut Jet Power LLC,561,Franklin Drive,Map,Map,CT,Litchfield,ISNE,IPP Non-CHP,UN19,,21.8,16.1,21.2,Petroleum Liquids,KER,GT,11,1968, , ,(OP) Operating, , , , , , , , ,41.798943,-73.11627,5,8839,8.72,8.72,11050,564,6.54,8.72,8.72,6
12490,Middletown Power LLC,562,Middletown,Map,Map,CT,Middlesex,ISNE,IPP Non-CHP,10,,18.5,17.2,22.1,Petroleum Liquids,DFO,GT,8,1966, , ,(OP) Operating, , , , , , , , ,41.554944,-72.57908,9,11000,7.4,7.4,14738,3243,5.55,7.4,7.4,2
12490,Middletown Power LLC,562,Middletown,Map,Map,CT,Middlesex,ISNE,IPP Non-CHP,2,,113.6,117,120,Natural Gas Steam Turbine,NG,ST,10,1958, , ,(OP) Operating, , , , , , , , ,41.554944,-72.57908,9,11091,45.44,45.44,12360,1043,34.08,45.44,45.44,2
12490,Middletown Power LLC,562,Middletown,Map,Map,CT,Middlesex,ISNE,IPP Non-CHP,3,,239.4,236,245,Natural Gas Steam Turbine,NG,ST,1,1964, , ,(OP) Operating, , , , , , , , ,41.554944,-72.57908,7,9734,95.76,95.76,10138,2603,71.82,95.76,95.76,5
12490,Middletown Power LLC,562,Middletown,Map,Map,CT,Middlesex,ISNE,IPP Non-CHP,4,,414.9,400,402,Petroleum Liquids,RFO,ST,5,1973, , ,(OP) Operating, , , , , , , , ,41.554944,-72.57908,8,8175,165.96,165.96,6025,3484,124.47,165.96,165.96,3
22379,Connecticut Jet Power LLC,565,Torrington Terminal,Map,Map,CT,Litchfield,ISNE,IPP Non-CHP,UN10,,21.8,17.4,22.5,Petroleum Liquids,KER,GT,11,1967, , ,(OP) Operating, , , , , , , , ,41.776109,-73.12089,7,10192,8.72,8.72,11243,2737,6.54,8.72,8.72,1
5221,Dominion Energy Nuclear Conn Inc,566,Millstone,Map,Map,CT,New London,ISNE,IPP Non-CHP,2,,909.9,857.2,869.8,Nuclear,NUC,ST,12,1975, , ,(OP) Operating, , , , , , , , ,41.3107,-72.1677,1,9350,363.96,363.96,12042,709,272.97,363.96,363.96,7
5221,Dominion Energy Nuclear Conn Inc,566,Millstone,Map,Map,CT,New London,ISNE,IPP Non-CHP,3,,1350,1224,1251.3,Nuclear,NUC,ST,4,1986, , ,(OP) Operating, , , , , , , , ,41.3107,-72.1677,1,11339,540,540,1842,2792,405,540,540,2
65448,"Generation Bridge II Connecticut, LLC",568,Bridgeport Station,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,501,CC1,375.7,337,359,Natural Gas Fired Combined Cycle,NG,CT,6,2019, , ,(OP) Operating, , , , , , , , ,41.1706,-73.1844,1,9497,150.28,150.28,3003,3353,112.71,150.28,150.28,8
65448,"Generation Bridge II Connecticut, LLC",568,Bridgeport Station,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,502,CC1,200.6,145.8,149.6,Natural Gas Fired Combined Cycle,NG,CA,6,2019, , ,(OP) Operating, , , , , , , , ,41.1706,-73.1844,1,10906,80.24,80.24,783,937,60.18,80.24,80.24,7
13831,City of Norwich - (CT),583,Tenth Street,Map,Map,CT,New London,ISNE,Electric Utility,1,,1.4,1,1.2,Conventional Hydroelectric,WAT,HY,5,1967, , ,(OP) Operating, , , , , , , , ,41.538955,-72.05094,2,11900,0.56,0.56,7776,1870,0.42,0.56,0.56,3
2548,City of Burlington Electric - (VT),589,J C McNeil,Map,Map,VT,Chittenden,ISNE,Electric Utility,1,,59.5,52,54,Wood/Wood Waste Biomass,WDS,ST,6,1984, , ,(OP) Operating, , , , , , , , ,44.4917,-73.20806,6,8315,23.8,23.8,1527,2378,17.85,23.8,23.8,4
12989,Village of Morrisville - (VT),678,W K Sanders,Map,Map,VT,Lamoille,ISNE,Electric Utility,1,,0.9,0.7,0.9,Conventional Hydroelectric,WAT,HY,7,1983, , ,(OP) Operating, , , , , , , , ,44.625282,-72.53086,4,10189,0.36,0.36,8306,1811,0.27,0.36,0.36,4
12989,Village of Morrisville - (VT),678,W K Sanders,Map,Map,VT,Lamoille,ISNE,Electric Utility,2,,0.9,0.7,0.9,Conventional Hydroelectric,WAT,HY,7,1983, , ,(OP) Operating, , , , , , , , ,44.625282,-72.53086,1,10779,0.36,0.36,11237,2657,0.27,0.36,0.36,7
7601,Green Mountain Power Corp,788,East Barnet,Map,Map,VT,Caledonia,ISNE,Electric Utility,1,,2.2,1.9,1.9,Conventional Hydroelectric,WAT,HY,9,1984, , ,(OP) Operating, , , , , , , , ,44.326335,-72.03589,6,9201,0.88,0.88,474,3127,0.66,0.88,0.88,6
39006,Brookfield White Pine Hydro LLC,805,Charles E Monty,Map,Map,ME,Androscoggin,ISNE,IPP Non-CHP,M-1,,14.2,14,14,Conventional Hydroelectric,WAT,HY,1,1990, , ,(OP) Operating, , , , , , , , ,44.099461,-70.22085,5,9958,5.68,5.68,7178,2089,4.26,5.68,5.68,1
39006,Brookfield White Pine Hydro LLC,805,Charles E Monty,Map,Map,ME,Androscoggin,ISNE,IPP Non-CHP,M2,,14.2,14,14,Conventional Hydroelectric,WAT,HY,1,1990, , ,(OP) Operating, , , , , , , , ,44.099461,-70.22085,1,8077,5.68,5.68,5341,552,4.26,5.68,5.68,8
59178,"Brookfield Black Bear Hydro, LLC",1469,Ellsworth Hydro Station,Map,Map,ME,Hancock,ISNE,IPP Non-CHP,EL01,,2.5,2.6,2.5,Conventional Hydroelectric,WAT,HY,7,1924, , ,(OP) Operating, , , , , , , , ,44.5442,-68.4306,4,10746,1,1,14653,2214,0.75,1,1,8
59178,"Brookfield Black Bear Hydro, LLC",1469,Ellsworth Hydro Station,Map,Map,ME,Hancock,ISNE,IPP Non-CHP,EL02,,2,2.1,2,Conventional Hydroelectric,WAT,HY,7,1938, , ,(OP) Operating, , , , , , , , ,44.5442,-68.4306,6,10465,0.8,0.8,3136,3270,0.6,0.8,0.8,3
59178,"Brookfield Black Bear Hydro, LLC",1469,Ellsworth Hydro Station,Map,Map,ME,Hancock,ISNE,IPP Non-CHP,EL03,,2,2.1,2,Conventional Hydroelectric,WAT,HY,7,1938, , ,(OP) Operating, , , , , , , , ,44.5442,-68.4306,9,10484,0.8,0.8,2824,996,0.6,0.8,0.8,2
59178,"Brookfield Black Bear Hydro, LLC",1469,Ellsworth Hydro Station,Map,Map,ME,Hancock,ISNE,IPP Non-CHP,EL04,,2.4,2.5,2.4,Conventional Hydroelectric,WAT,HY,7,1924, , ,(OP) Operating, , , , , , , , ,44.5442,-68.4306,5,11772,0.96,0.96,3752,1866,0.72,0.96,0.96,1
59178,"Brookfield Black Bear Hydro, LLC",1475,Milford Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,MF01,,0.7,0.7,0.7,Conventional Hydroelectric,WAT,HY,11,2011, , ,(OP) Operating, , , , , , , , ,44.942064,-68.64504,3,9123,0.28,0.28,14507,1340,0.21,0.28,0.28,2
59178,"Brookfield Black Bear Hydro, LLC",1475,Milford Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,MF02,,0.7,0.7,0.7,Conventional Hydroelectric,WAT,HY,11,2011, , ,(OP) Operating, , , , , , , , ,44.942064,-68.64504,10,11179,0.28,0.28,12017,2347,0.21,0.28,0.28,7
59178,"Brookfield Black Bear Hydro, LLC",1475,Milford Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,MF03,,1.6,1.6,1.6,Conventional Hydroelectric,WAT,HY,7,1956, , ,(OP) Operating, , , , , , , , ,44.942064,-68.64504,3,10748,0.64,0.64,8889,2279,0.48,0.64,0.64,2
59178,"Brookfield Black Bear Hydro, LLC",1475,Milford Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,MF04,,1.6,1.6,1.6,Conventional Hydroelectric,WAT,HY,7,1946, , ,(OP) Operating, , , , , , , , ,44.942064,-68.64504,6,11073,0.64,0.64,12688,74,0.48,0.64,0.64,8
59178,"Brookfield Black Bear Hydro, LLC",1475,Milford Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,MF05,,1.6,1.6,1.6,Conventional Hydroelectric,WAT,HY,7,1941, , ,(OP) Operating, , , , , , , , ,44.942064,-68.64504,9,11690,0.64,0.64,11777,3691,0.48,0.64,0.64,1
59178,"Brookfield Black Bear Hydro, LLC",1475,Milford Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,MF06,,1.6,1.6,1.6,Conventional Hydroelectric,WAT,HY,7,1942, , ,(OP) Operating, , , , , , , , ,44.942064,-68.64504,8,9857,0.64,0.64,3198,2607,0.48,0.64,0.64,6
59178,"Brookfield Black Bear Hydro, LLC",1478,Stillwater Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,SW01,,0.4,0.5,0.5,Conventional Hydroelectric,WAT,HY,1,1913, , ,(OP) Operating, , , , , , , , ,44.9094,-68.6833,5,8493,0.16,0.16,13155,2486,0.12,0.16,0.16,2
59178,"Brookfield Black Bear Hydro, LLC",1478,Stillwater Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,SW02,,0.4,0.5,0.5,Conventional Hydroelectric,WAT,HY,1,1913, , ,(OP) Operating, , , , , , , , ,44.9094,-68.6833,9,9923,0.16,0.16,13805,1367,0.12,0.16,0.16,7
59178,"Brookfield Black Bear Hydro, LLC",1478,Stillwater Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,SW03,,0.4,0.5,0.5,Conventional Hydroelectric,WAT,HY,1,1916, , ,(OP) Operating, , , , , , , , ,44.9094,-68.6833,5,10344,0.16,0.16,709,3765,0.12,0.16,0.16,8
59178,"Brookfield Black Bear Hydro, LLC",1478,Stillwater Hydro Station,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,SW04,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,1,1929, , ,(OP) Operating, , , , , , , , ,44.9094,-68.6833,6,8700,0.24,0.24,6550,2684,0.18,0.24,0.24,2
39006,Brookfield White Pine Hydro LLC,1482,Bonny Eagle,Map,Map,ME,York,ISNE,IPP Non-CHP,1,,1.2,1.5,1.5,Conventional Hydroelectric,WAT,HY,1,1910, , ,(OP) Operating, , , , , , , , ,43.687688,-70.61155,4,9270,0.48,0.48,2319,3809,0.36,0.48,0.48,3
39006,Brookfield White Pine Hydro LLC,1482,Bonny Eagle,Map,Map,ME,York,ISNE,IPP Non-CHP,2,,1.2,1.5,1.5,Conventional Hydroelectric,WAT,HY,1,1910, , ,(OP) Operating, , , , , , , , ,43.687688,-70.61155,3,8370,0.48,0.48,14505,3472,0.36,0.48,0.48,2
39006,Brookfield White Pine Hydro LLC,1482,Bonny Eagle,Map,Map,ME,York,ISNE,IPP Non-CHP,3,,1.2,1.5,1.5,Conventional Hydroelectric,WAT,HY,1,1910, , ,(OP) Operating, , , , , , , , ,43.687688,-70.61155,4,11301,0.48,0.48,427,954,0.36,0.48,0.48,6
39006,Brookfield White Pine Hydro LLC,1482,Bonny Eagle,Map,Map,ME,York,ISNE,IPP Non-CHP,4,,1.2,1.5,1.5,Conventional Hydroelectric,WAT,HY,1,1910, , ,(OP) Operating, , , , , , , , ,43.687688,-70.61155,9,11718,0.48,0.48,4536,2843,0.36,0.48,0.48,5
39006,Brookfield White Pine Hydro LLC,1482,Bonny Eagle,Map,Map,ME,York,ISNE,IPP Non-CHP,5,,1.2,1.5,1.5,Conventional Hydroelectric,WAT,HY,1,1910, , ,(OP) Operating, , , , , , , , ,43.687688,-70.61155,6,11028,0.48,0.48,7088,1623,0.36,0.48,0.48,7
